Modelo,Accuracy,F1,ROC-AUC,MAE,RMSE,Tiempo,Confusion
KNN,0.31673102937508973,0.3145383079093306,0.6207837514898049,1.1450118271200018,1.551289056429871,5.872024297714233,"[[61811 32187 20764 13321  7916]
 [37416 32941 26589 21114 14147]
 [25087 29421 29034 25936 21648]
 [16569 23981 27850 29775 32316]
 [ 9458 15654 21398 29289 55993]]"
