Modelo,Accuracy,F1,ROC-AUC,MAE,RMSE,Tiempo,Confusion
Random Forest,0.3521866946789296,0.3159721199212975,0.679535811219011,1.1406966287040046,1.5947710859154096,344.29835200309753,"[[92524 14935  8110  9744 10686]
 [60773 20313 12766 18791 19564]
 [41283 19838 14059 25228 30718]
 [26126 16394 13101 28675 46195]
 [13808  8975  8503 23065 77441]]"
